ID,Start_month,Start_year,End_month,End_year,Host,Host class 1,Host class 2,N_prevalence,No_Positive,Prevalence,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Site_name_2,Latitude_2,Longitude_2,Coordinate_source_2,Site_name_3,Latitude_3,Longitude_3,Coordinate_source_3,Site_name_4,Latitude_4,Longitude_4,Coordinate_source_4,Site_name_5,Latitude_5,Longitude_5,Coordinate_source_5,Site_name_6,Latitude_6,Longitude_6,Coordinate_source_6,Admin2_1,Admin2_2,Admin2_3,Admin2_4,Admin2_5,Admin1_1,Admin1_2,Admin1_3,Public_year,Source_1,Source_2
14897,,2007,,2007,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Itainópolis municipality,,,,,,,,,,,,,,,,,,,,,,,,9770,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14898,,2008,,2008,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Itaueira municipality,,,,,,,,,,,,,,,,,,,,,,,,9771,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14899,,2008,,2008,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Jaicós municipality,,,,,,,,,,,,,,,,,,,,,,,,9773,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14900,,2009,,2009,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,João Costa municipality,,,,,,,,,,,,,,,,,,,,,,,,9777,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14901,,2011,,2011,Triatoma sordida,Triatoma,vector,74,0,0,Direct examination,Brazil,polygon,Jurema municipality,,,,,,,,,,,,,,,,,,,,,,,,9783,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14902,,2007,,2007,Triatoma sordida,Triatoma,vector,55,0,0,Direct examination,Brazil,polygon,Jurema municipality,,,,,,,,,,,,,,,,,,,,,,,,9783,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14903,,2010,,2010,Triatoma sordida,Triatoma,vector,25,0,0,Direct examination,Brazil,polygon,Jurema municipality,,,,,,,,,,,,,,,,,,,,,,,,9783,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14904,,2008,,2008,Triatoma sordida,Triatoma,vector,18,0,0,Direct examination,Brazil,polygon,Jurema municipality,,,,,,,,,,,,,,,,,,,,,,,,9783,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14905,,2008,,2008,Triatoma sordida,Triatoma,vector,14,2,0.142857143,Direct examination,Brazil,polygon,Lagoa do Barro do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9786,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14906,,2009,,2009,Triatoma sordida,Triatoma,vector,8,0,0,Direct examination,Brazil,polygon,Lagoa do Barro do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9786,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14907,,2010,,2010,Triatoma sordida,Triatoma,vector,3,1,0.333333333,Direct examination,Brazil,polygon,Lagoa do Barro do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9786,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14908,,2007,,2007,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Lagoa do Sítio municipality,,,,,,,,,,,,,,,,,,,,,,,,9788,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14909,,2011,,2011,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Massapê do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9797,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14910,,2010,,2010,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Pajeú do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9817,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14911,,2007,,2007,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Paquetá municipality,,,,,,,,,,,,,,,,,,,,,,,,9820,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14912,,2010,,2010,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Picos municipality,,,,,,,,,,,,,,,,,,,,,,,,9830,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14913,,2011,,2011,Triatoma sordida,Triatoma,vector,135,0,0,Direct examination,Brazil,polygon,São Braz do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9854,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14914,,2009,,2009,Triatoma sordida,Triatoma,vector,95,0,0,Direct examination,Brazil,polygon,São Braz do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9854,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14915,,2008,,2008,Triatoma sordida,Triatoma,vector,46,0,0,Direct examination,Brazil,polygon,São Braz do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9854,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14916,,2010,,2010,Triatoma sordida,Triatoma,vector,53,1,0.018867925,Direct examination,Brazil,polygon,São Braz do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9854,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14917,,2007,,2007,Triatoma sordida,Triatoma,vector,75,0,0,Direct examination,Brazil,polygon,São Braz do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9854,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14918,,2009,,2009,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,São João do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9865,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14919,,2008,,2008,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,São João do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9865,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14920,,2010,,2010,Triatoma sordida,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,São Lourenço do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9870,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14921,,2007,,2007,Triatoma sordida,Triatoma,vector,6,0,0,Direct examination,Brazil,polygon,São Lourenço do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9870,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14922,,2008,,2008,Triatoma sordida,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,São Lourenço do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9870,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14923,,2008,,2008,Triatoma sordida,Triatoma,vector,324,0,0,Direct examination,Brazil,polygon,São Raimundo Nonato municipality,,,,,,,,,,,,,,,,,,,,,,,,9876,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14924,,2009,,2009,Triatoma sordida,Triatoma,vector,317,0,0,Direct examination,Brazil,polygon,São Raimundo Nonato municipality,,,,,,,,,,,,,,,,,,,,,,,,9876,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14925,,2011,,2011,Triatoma sordida,Triatoma,vector,186,2,0.010752688,Direct examination,Brazil,polygon,São Raimundo Nonato municipality,,,,,,,,,,,,,,,,,,,,,,,,9876,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14926,,2007,,2007,Triatoma sordida,Triatoma,vector,356,0,0,Direct examination,Brazil,polygon,São Raimundo Nonato municipality,,,,,,,,,,,,,,,,,,,,,,,,9876,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14927,,2010,,2010,Triatoma sordida,Triatoma,vector,188,0,0,Direct examination,Brazil,polygon,São Raimundo Nonato municipality,,,,,,,,,,,,,,,,,,,,,,,,9876,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14928,,2007,,2007,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Socorro do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9882,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14929,,2009,,2009,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Tamboril do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9884,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14930,,2011,,2011,Triatoma sordida,Triatoma,vector,20,0,0,Direct examination,Brazil,polygon,Várzea Branca municipality,,,,,,,,,,,,,,,,,,,,,,,,9890,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14931,,2009,,2009,Triatoma sordida,Triatoma,vector,15,0,0,Direct examination,Brazil,polygon,Várzea Branca municipality,,,,,,,,,,,,,,,,,,,,,,,,9890,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14932,,2007,,2007,Triatoma sordida,Triatoma,vector,10,0,0,Direct examination,Brazil,polygon,Várzea Branca municipality,,,,,,,,,,,,,,,,,,,,,,,,9890,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14933,,2010,,2010,Triatoma sordida,Triatoma,vector,5,0,0,Direct examination,Brazil,polygon,Várzea Branca municipality,,,,,,,,,,,,,,,,,,,,,,,,9890,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14934,,2008,,2008,Triatoma sordida,Triatoma,vector,9,2,0.222222222,Direct examination,Brazil,polygon,Várzea Branca municipality,,,,,,,,,,,,,,,,,,,,,,,,9890,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14935,,2007,,2007,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Alegria municipality,,,,,,,,,,,,,,,,,,,,,,,,10157,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14936,,2007,,2007,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Humaitá municipality,,,,,,,,,,,,,,,,,,,,,,,,10333,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14937,,2008,,2008,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Adolfo municipality,,,,,,,,,,,,,,,,,,,,,,,,10980,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14938,,2007,,2007,Triatoma sordida,Triatoma,vector,55,0,0,Direct examination,Brazil,polygon,Alto Alegre municipality,,,,,,,,,,,,,,,,,,,,,,,,10991,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14939,,2009,,2009,Triatoma sordida,Triatoma,vector,69,0,0,Direct examination,Brazil,polygon,Alto Alegre municipality,,,,,,,,,,,,,,,,,,,,,,,,10991,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14940,,2011,,2011,Triatoma sordida,Triatoma,vector,29,0,0,Direct examination,Brazil,polygon,Alto Alegre municipality,,,,,,,,,,,,,,,,,,,,,,,,10991,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14941,,2008,,2008,Triatoma sordida,Triatoma,vector,76,0,0,Direct examination,Brazil,polygon,Alto Alegre municipality,,,,,,,,,,,,,,,,,,,,,,,,10991,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14942,,2010,,2010,Triatoma sordida,Triatoma,vector,45,0,0,Direct examination,Brazil,polygon,Alto Alegre municipality,,,,,,,,,,,,,,,,,,,,,,,,10991,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14943,,2009,,2009,Triatoma sordida,Triatoma,vector,12,0,0,Direct examination,Brazil,polygon,Álvares Florence municipality,,,,,,,,,,,,,,,,,,,,,,,,10993,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14944,,2008,,2008,Triatoma sordida,Triatoma,vector,24,0,0,Direct examination,Brazil,polygon,Álvares Florence municipality,,,,,,,,,,,,,,,,,,,,,,,,10993,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14945,,2007,,2007,Triatoma sordida,Triatoma,vector,33,0,0,Direct examination,Brazil,polygon,Álvares Florence municipality,,,,,,,,,,,,,,,,,,,,,,,,10993,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14946,,2010,,2010,Triatoma sordida,Triatoma,vector,12,0,0,Direct examination,Brazil,polygon,Álvares Florence municipality,,,,,,,,,,,,,,,,,,,,,,,,10993,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14947,,2011,,2011,Triatoma sordida,Triatoma,vector,19,0,0,Direct examination,Brazil,polygon,Álvares Florence municipality,,,,,,,,,,,,,,,,,,,,,,,,10993,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14948,,2007,,2007,Triatoma sordida,Triatoma,vector,23,0,0,Direct examination,Brazil,polygon,Américo de Campos municipality,,,,,,,,,,,,,,,,,,,,,,,,10999,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14949,,2008,,2008,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Américo de Campos municipality,,,,,,,,,,,,,,,,,,,,,,,,10999,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14950,,2009,,2009,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Américo de Campos municipality,,,,,,,,,,,,,,,,,,,,,,,,10999,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14951,,2010,,2010,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Américo de Campos municipality,,,,,,,,,,,,,,,,,,,,,,,,10999,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14952,,2010,,2010,Triatoma sordida,Triatoma,vector,69,0,0,Direct examination,Brazil,polygon,Andradina municipality,,,,,,,,,,,,,,,,,,,,,,,,11002,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14953,,2011,,2011,Triatoma sordida,Triatoma,vector,4,0,0,Direct examination,Brazil,polygon,Andradina municipality,,,,,,,,,,,,,,,,,,,,,,,,11002,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14954,,2009,,2009,Triatoma sordida,Triatoma,vector,36,0,0,Direct examination,Brazil,polygon,Andradina municipality,,,,,,,,,,,,,,,,,,,,,,,,11002,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14955,,2007,,2007,Triatoma sordida,Triatoma,vector,210,0,0,Direct examination,Brazil,polygon,Andradina municipality,,,,,,,,,,,,,,,,,,,,,,,,11002,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14956,,2008,,2008,Triatoma sordida,Triatoma,vector,201,0,0,Direct examination,Brazil,polygon,Andradina municipality,,,,,,,,,,,,,,,,,,,,,,,,11002,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14957,,2009,,2009,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Aparecida d'Oeste municipality,,,,,,,,,,,,,,,,,,,,,,,,11007,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14958,,2008,,2008,Triatoma sordida,Triatoma,vector,8,0,0,Direct examination,Brazil,polygon,Aparecida d'Oeste municipality,,,,,,,,,,,,,,,,,,,,,,,,11007,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14959,,2010,,2010,Triatoma sordida,Triatoma,vector,5,0,0,Direct examination,Brazil,polygon,Aparecida d'Oeste municipality,,,,,,,,,,,,,,,,,,,,,,,,11007,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14960,,2007,,2007,Triatoma sordida,Triatoma,vector,14,0,0,Direct examination,Brazil,polygon,Aparecida d'Oeste municipality,,,,,,,,,,,,,,,,,,,,,,,,11007,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14961,,2011,,2011,Triatoma sordida,Triatoma,vector,30,0,0,Direct examination,Brazil,polygon,Aparecida d'Oeste municipality,,,,,,,,,,,,,,,,,,,,,,,,11007,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14962,,2007,,2007,Triatoma sordida,Triatoma,vector,110,0,0,Direct examination,Brazil,polygon,Araçatuba municipality,,,,,,,,,,,,,,,,,,,,,,,,11010,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14963,,2010,,2010,Triatoma sordida,Triatoma,vector,56,0,0,Direct examination,Brazil,polygon,Araçatuba municipality,,,,,,,,,,,,,,,,,,,,,,,,11010,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14964,,2009,,2009,Triatoma sordida,Triatoma,vector,110,0,0,Direct examination,Brazil,polygon,Araçatuba municipality,,,,,,,,,,,,,,,,,,,,,,,,11010,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14965,,2011,,2011,Triatoma sordida,Triatoma,vector,9,0,0,Direct examination,Brazil,polygon,Araçatuba municipality,,,,,,,,,,,,,,,,,,,,,,,,11010,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14966,,2008,,2008,Triatoma sordida,Triatoma,vector,178,0,0,Direct examination,Brazil,polygon,Araçatuba municipality,,,,,,,,,,,,,,,,,,,,,,,,11010,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14967,,2008,,2008,Triatoma sordida,Triatoma,vector,6,0,0,Direct examination,Brazil,polygon,Aramina municipality,,,,,,,,,,,,,,,,,,,,,,,,11012,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14968,,2011,,2011,Triatoma sordida,Triatoma,vector,48,0,0,Direct examination,Brazil,polygon,Aramina municipality,,,,,,,,,,,,,,,,,,,,,,,,11012,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14969,,2007,,2007,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Aramina municipality,,,,,,,,,,,,,,,,,,,,,,,,11012,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14970,,2010,,2010,Triatoma sordida,Triatoma,vector,7,0,0,Direct examination,Brazil,polygon,Aramina municipality,,,,,,,,,,,,,,,,,,,,,,,,11012,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14971,,2009,,2009,Triatoma sordida,Triatoma,vector,11,0,0,Direct examination,Brazil,polygon,Aramina municipality,,,,,,,,,,,,,,,,,,,,,,,,11012,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14972,,2007,,2007,Triatoma sordida,Triatoma,vector,20,0,0,Direct examination,Brazil,polygon,Arco-Íris municipality,,,,,,,,,,,,,,,,,,,,,,,,11017,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14973,,2008,,2008,Triatoma sordida,Triatoma,vector,4,0,0,Direct examination,Brazil,polygon,Arco-Íris municipality,,,,,,,,,,,,,,,,,,,,,,,,11017,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14974,,2009,,2009,Triatoma sordida,Triatoma,vector,7,0,0,Direct examination,Brazil,polygon,Arco-Íris municipality,,,,,,,,,,,,,,,,,,,,,,,,11017,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14975,,2011,,2011,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Arco-Íris municipality,,,,,,,,,,,,,,,,,,,,,,,,11017,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14976,,2009,,2009,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Arealva municipality,,,,,,,,,,,,,,,,,,,,,,,,11018,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14977,,2010,,2010,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Aspásia municipality,,,,,,,,,,,,,,,,,,,,,,,,11024,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14978,,2007,,2007,Triatoma sordida,Triatoma,vector,24,0,0,Direct examination,Brazil,polygon,Aspásia municipality,,,,,,,,,,,,,,,,,,,,,,,,11024,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14979,,2011,,2011,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Aspásia municipality,,,,,,,,,,,,,,,,,,,,,,,,11024,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14980,,2009,,2009,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Aspásia municipality,,,,,,,,,,,,,,,,,,,,,,,,11024,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14981,,2010,,2010,Triatoma sordida,Triatoma,vector,4,0,0,Direct examination,Brazil,polygon,Auriflama municipality,,,,,,,,,,,,,,,,,,,,,,,,11027,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14982,,2007,,2007,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Auriflama municipality,,,,,,,,,,,,,,,,,,,,,,,,11027,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14983,,2008,,2008,Triatoma sordida,Triatoma,vector,7,0,0,Direct examination,Brazil,polygon,Auriflama municipality,,,,,,,,,,,,,,,,,,,,,,,,11027,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14984,,2011,,2011,Triatoma sordida,Triatoma,vector,8,0,0,Direct examination,Brazil,polygon,Avanhandava municipality,,,,,,,,,,,,,,,,,,,,,,,,11029,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14985,,2009,,2009,Triatoma sordida,Triatoma,vector,9,0,0,Direct examination,Brazil,polygon,Avanhandava municipality,,,,,,,,,,,,,,,,,,,,,,,,11029,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14986,,2010,,2010,Triatoma sordida,Triatoma,vector,9,0,0,Direct examination,Brazil,polygon,Avanhandava municipality,,,,,,,,,,,,,,,,,,,,,,,,11029,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14987,,2007,,2007,Triatoma sordida,Triatoma,vector,27,0,0,Direct examination,Brazil,polygon,Avanhandava municipality,,,,,,,,,,,,,,,,,,,,,,,,11029,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14988,,2007,,2007,Triatoma sordida,Triatoma,vector,19,0,0,Direct examination,Brazil,polygon,Bady Bassitt municipality,,,,,,,,,,,,,,,,,,,,,,,,11031,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14989,,2010,,2010,Triatoma sordida,Triatoma,vector,15,0,0,Direct examination,Brazil,polygon,Bady Bassitt municipality,,,,,,,,,,,,,,,,,,,,,,,,11031,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
