"Disease","Pathogen","DataType","Country","Year","Longitude","Latitude","Admin_name","DiagnosticMetric","NumCases","IfPolygon_AdminLevel","ADMcode","ADMSource","Source","CasesMetric","SourceType"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-49.0772449155389,-1.11761334913083,"Ponta de Pedras","Not specified",2,2,"150570","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-50.9558187550688,-2.56537212332325,"Portel","Not specified",1,2,"150580","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-53.6601847072391,-2.12020726872908,"Prainha","Not specified",1,2,"150600","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-48.2505314432052,-1.19428175880013,"Santa Bárbara do Pará","Not specified",1,2,"150635","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-55.2381783554295,-2.67928510293622,"Santarém","Not specified",12,2,"150680","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-47.7714664829655,-1.88256086077574,"São Domingos do Capim","Not specified",16,2,"150720","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-49.6802987297808,-1.43406225500002,"São Sebastião da Boa Vista","Not specified",3,2,"150770","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-48.2675311541993,-2.63598655795978,"Tomé-Açu","Not specified",1,2,"150800","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-50.6919661660521,0.562647172195401,"Macapá","Not specified",13,2,"160030","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-51.3782919412902,0.129711894928557,"Santana","Not specified",1,2,"160060","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-37.9892396423534,-6.36442251061273,"Alexandria","Not specified",1,2,"240050","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-38.0293465726767,-6.28665240056907,"Pilões","Not specified",1,2,"241000","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-43.9287589807486,-16.6203239742761,"Montes Claros","Not specified",2,2,"314330","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-62.5653245786415,-9.17101775611271,"Cujubim","Not specified",1,2,"110094","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-72.7545860491862,-7.97204908177711,"Cruzeiro do Sul","Not specified",7,2,"120020","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-70.743205470092,-8.92425044541207,"Feijó","Not specified",1,2,"120030","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-72.7334592178053,-8.49176402813643,"Porto Walter","Not specified",1,2,"120039","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-67.3369819146878,-5.11847662211306,"Carauari","Not specified",2,2,"130100","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-66.3579009284979,-2.49101798146149,"Fonte Boa","Not specified",1,2,"130160","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-60.4796856194845,-3.0953137088166,"Iranduba","Not specified",1,2,"130185","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-66.3075787892441,-3.52439998502765,"Juruá","Not specified",2,2,"130220","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-65.8108689380717,-8.37517267105492,"Lábrea","Not specified",8,2,"130240","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-60.2596392628981,-2.62594878850225,"Manaus","Not specified",2,2,"130260","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-61.4464726091518,-6.45823380496733,"Manicoré","Not specified",1,2,"130270","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-62.7423372567747,3.07250022326122,"Alto Alegre","Not specified",1,2,"140005","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-48.883012288417,-1.73026799940714,"Abaetetuba","Not specified",12,2,"150010","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-48.4114071176105,-2.03531139365117,"Acará","Not specified",22,2,"150020","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-50.7259316069909,-0.262860928448936,"Afuá","Not specified",5,2,"150030","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-55.0392202922853,-0.604328633860714,"Alenquer","Not specified",1,2,"150040","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-48.3835061062335,-1.33414526421677,"Ananindeua","Not specified",4,2,"150080","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-49.6990270200953,-3.12994857170406,"Baião","Not specified",2,2,"150120","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-48.6342190366733,-1.49846350406779,"Barcarena","Not specified",28,2,"150130","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-48.4598714757814,-1.24072193659779,"Belém","Not specified",19,2,"150140","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-48.2756269019864,-1.33959467144665,"Benevides","Not specified",7,2,"150150","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-50.6280890570496,-1.12091194777213,"Breves","Not specified",25,2,"150180","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-49.5135679403563,-2.25298545448939,"Cametá","Not specified",17,2,"150210","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-47.877020460794,-1.26856165534727,"Castanhal","Not specified",2,2,"150240","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-49.9881223825059,-1.58352393239024,"Curralinho","Not specified",20,2,"150280","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-55.1132504420214,-1.84599035109434,"Curuá","Not specified",2,2,"150285","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-51.55387697292,-1.14939226548965,"Gurupá","Not specified",2,2,"150310","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-49.1307157192739,-2.06257264967645,"Igarapé-Miri","Not specified",5,2,"150330","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-57.3042248284541,-7.44310186267594,"Jacareacanga","Not specified",1,2,"150375","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-56.2213338468915,-2.62305106958995,"Juruti","Not specified",1,2,"150390","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-49.4691229243714,-1.86422310220708,"Limoeiro do Ajuru","Not specified",22,2,"150400","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-48.3197799488831,-1.39738195210331,"Marituba","Not specified",1,2,"150442","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-51.1039150896808,-1.60767417314939,"Melgaço","Not specified",7,2,"150450","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-49.0739207912887,-2.68378710778386,"Moju","Not specified",2,2,"150470","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-49.3092752992529,-1.35569476097608,"Muaná","Not specified",16,2,"150490","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2018,-46.9000268119551,-2.39267470502052,"Nova Esperança do Piriá","Not specified",2,2,"150495","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
